box_12a_code	box_12b_code	box_12c_code	box_12d_code	box_15_1_state	box_15_2_state	box_1_wages	box_3_social_security_wages	box_4_social_security_tax_withheld	box_5_medicare_wages	box_6_medicare_wages_tax_withheld	box_7_social_security_tips	box_8_allocated_tips	box_10_dependent_care_benefits	box_11_nonqualified_plans	box_12a_value	box_12b_value	box_12c_value	box_12d_value	box_13_statutary_employee	box_13_retirement_plan	box_13_third_part_sick_pay	box_16_1_state_wages	box_17_1_state_income_tax	box_18_1_local_wages	box_19_1_local_income_tax	box_16_2_state_wages	box_17_2_state_income_tax	box_18_2_local_wages	box_19_2_local_income_tax	box_2_federal_tax_withheld	anomaly_consensus	cluster	box_15_1_state
D	None	E	E	AZ	WV	113864.65	81706.12	6250.52	127225.91	3689.55	81706.12	127225.91	228	185	4075	614	376	504	1	0	1	61138.7	4162.51	105250.11	15614.19	61489.83	5337.95	79983.09	19724.67	26152.7	False	4	AZ
G	P	P	E	AK	NE	66473.91	64534.74	4936.91	60762.07	1762.1	64534.74	60762.07	219	161	3038	215	419	732	1	1	0	32570.82	3792.0	69524.69	9246.19	33846.35	2911.48	48276.98	9018.74	22473.57	False	1	AK
P	G	None	H	UT	ME	163883.65	129135.24	9878.85	122600.48	3555.41	129135.24	122600.48	265	261	6796	771	947	120	0	0	0	82740.79	9273.71	202726.71	23413.52	79083.54	8676.72	124706.58	22003.68	34982.01	False	4	UT
None	D	G	P	VT	ND	111855.04	117222.02	8967.48	97283.77	2821.23	117222.02	97283.77	223	118	9665	849	337	531	1	0	1	57113.18	4322.57	143123.8	21984.7	59937.24	4145.69	107583.8	13102.98	26471.23	False	4	VT
G	D	G	None	LA	LA	47587.35	48898.12	3740.71	54544.93	1581.8	48898.12	54544.93	268	270	4910	309	623	475	0	0	1	24540.66	1274.35	36021.37	7878.37	22943.04	1414.77	59926.61	7879.42	6830.02	False	1	LA
H	G	H	D	MD	NJ	106940.78	104268.63	7976.55	118894.83	3447.95	104268.63	118894.83	172	198	7910	772	713	899	0	1	1	49130.57	4963.84	85339.32	19143.38	58372.81	4480.0	105905.2	17263.57	28680.28	False	4	MD
H	G	None	None	IL	KS	238376.82	251874.41	19268.39	234099.03	6788.87	251874.41	234099.03	105	202	8686	982	912	454	0	0	0	118622.65	10970.81	262759.68	47576.41	126760.27	10734.54	220383.54	39476.27	56512.94	False	3	IL
None	G	H	G	IN	GA	103437.67	132791.41	10158.54	123949.21	3594.53	132791.41	123949.21	258	152	7148	627	806	386	0	0	0	53085.76	2312.16	86090.13	18324.36	53884.45	2179.38	81303.18	20130.74	11156.01	False	4	IN
None	H	G	G	GA	PA	242105.99	307749.13	23542.81	221769.59	6431.32	307749.13	221769.59	208	293	8616	221	275	846	0	0	0	111132.47	9866.05	223898.98	35635.35	123977.78	10008.8	281099.28	34876.89	36642.88	True	3	GA
G	H	G	P	NV	MD	211216.65	188544.46	14423.65	164671.56	4775.48	188544.46	164671.56	113	166	2183	801	180	456	0	0	0	108464.76	4404.85	192816.02	27205.52	115001.87	4406.0	263911.01	37678.93	46565.47	False	3	NV
None	P	None	E	VT	CA	245906.33	226690.01	17341.79	264648.97	7674.82	226690.01	264648.97	137	174	8691	208	928	937	1	0	0	128206.63	9517.84	206220.06	38130.27	113029.12	9843.75	279889.45	32864.08	84550.03	True	3	VT
H	H	H	None	VA	WY	226202.08	159881.68	12230.95	273179.91	7922.22	159881.68	273179.91	194	219	1271	383	890	608	0	1	1	117868.45	8454.87	214475.62	42365.08	111029.09	10386.56	256469.82	43115.3	23458.37	True	5	VA
D	None	None	None	LA	MD	215264.47	239054.22	18287.65	185388.92	5376.28	239054.22	185388.92	190	296	2601	491	596	420	0	1	0	108858.62	6474.69	188735.92	26785.97	116026.17	7354.97	258243.11	23174.91	50244.21	False	3	LA
None	H	H	E	ME	AZ	169084.24	127125.28	9725.08	134199.54	3891.79	127125.28	134199.54	224	213	5081	246	210	193	0	0	1	76531.44	8760.08	149900.63	33009.11	82679.06	8611.8	137524.66	17591.22	19371.45	False	4	ME
D	None	None	None	NJ	AZ	89421.22	110685.8	8467.46	115160.11	3339.64	110685.8	115160.11	179	218	5792	502	357	971	1	0	0	47019.18	3972.11	99005.92	16603.68	41792.84	2954.06	68830.21	15491.6	24332.39	False	1	NJ
E	G	P	None	WI	MN	177086.15	188170.29	14395.03	150513.97	4364.91	188170.29	150513.97	208	207	2079	591	860	137	0	1	0	89847.8	7724.6	173646.76	25969.18	92896.67	9264.67	161680.73	22071.15	64717.46	False	5	WI
None	G	D	G	CA	IA	113671.47	119797.41	9164.5	123417.38	3579.1	119797.41	123417.38	234	213	8724	224	697	886	0	0	0	56466.68	6923.11	126534.91	21665.12	55894.19	6717.27	115872.82	15537.79	28250.59	False	4	CA
E	None	E	None	PA	IA	189739.14	159229.29	12181.04	216049.16	6265.43	159229.29	216049.16	159	296	6992	901	230	615	0	1	0	100349.54	8146.57	138145.73	30097.09	93615.61	8763.1	184025.26	27080.7	27861.01	False	3	PA
D	D	H	None	NH	WA	158459.96	115829.99	8860.99	197721.81	5733.93	115829.99	197721.81	182	115	5645	741	916	310	0	1	0	72124.85	9284.74	190573.8	16595.49	74144.73	5908.02	167927.27	27874.76	42459.29	False	4	NH
D	None	E	P	VT	MI	61896.32	44111.51	3374.53	64952.58	1883.62	44111.51	64952.58	245	291	6448	401	748	983	0	0	1	29580.12	2407.77	61075.44	7610.53	33820.39	2590.48	56499.09	11551.91	8694.67	False	1	VT
None	None	None	H	DC	DE	140444.13	151143.74	11562.5	110990.3	3218.72	151143.74	110990.3	274	133	8591	699	286	511	0	1	1	64505.31	4313.55	144391.73	24947.77	73845.22	2711.5	170797.2	15237.97	36628.28	False	4	DC
None	None	E	D	NJ	CO	159174.23	171416.63	13113.37	160368.35	4650.68	171416.63	160368.35	235	182	5245	335	991	453	0	0	1	83194.21	6500.4	158692.74	29202.11	79054.41	6223.5	128961.96	16409.21	18265.73	False	4	NJ
D	D	None	E	AR	MI	165066.75	214284.97	16392.8	121475.15	3522.78	214284.97	121475.15	124	184	3979	233	546	818	0	0	0	75733.57	5958.87	179433.88	25922.98	77987.31	5593.55	168341.01	29991.01	24063.24	False	4	AR
None	None	None	G	AK	CT	229669.53	172402.88	13188.82	296502.48	8598.57	172402.88	296502.48	134	142	1301	977	502	390	0	1	0	108953.58	5368.6	236757.18	25495.35	103874.54	4977.74	219294.91	29404.54	63148.88	False	3	AK
H	None	E	E	IA	RI	136431.32	145694.79	11145.65	143734.94	4168.31	145694.79	143734.94	137	239	5913	487	905	339	0	0	1	63042.9	6856.94	152058.88	21248.46	64260.15	8202.4	139658.35	22789.11	25255.52	False	4	IA
H	None	None	P	WA	IN	128554.81	162728.48	12448.73	99480.56	2884.94	162728.48	99480.56	241	177	8285	801	432	259	0	1	0	66528.6	3299.1	104065.1	22228.81	58255.66	2120.12	126927.71	23504.45	16270.6	False	4	WA
G	None	None	D	OH	MD	99633.34	110049.18	8418.76	76997.25	2232.92	110049.18	76997.25	186	206	3017	500	635	489	0	0	1	48089.64	2346.01	126802.36	18884.84	49786.42	2025.76	77366.05	16986.55	36014.96	False	1	OH
H	None	None	E	AK	DC	80966.3	90690.28	6937.81	90038.91	2611.13	90690.28	90038.91	224	176	7818	506	108	244	0	0	1	43812.93	1903.6	90436.03	9866.64	38989.55	2295.75	80279.77	10103.9	25836.36	False	1	AK
E	P	None	None	MI	MD	116319.14	113822.71	8707.44	114087.45	3308.54	113822.71	114087.45	167	167	6810	926	271	624	0	0	0	62480.53	4117.19	90995.69	19115.93	57328.76	4739.86	141820.78	19828.29	34798.24	False	4	MI
None	G	None	P	LA	NM	80633.86	63967.09	4893.48	77073.67	2235.14	63967.09	77073.67	107	256	3534	290	862	574	1	1	0	38706.14	2756.91	61963.35	15021.79	40033.7	2452.34	81198.53	15779.75	15317.04	False	1	LA
P	None	G	D	RI	MD	204930.35	192269.86	14708.64	167820.69	4866.8	192269.86	167820.69	187	134	1880	801	474	254	0	1	1	106519.57	6767.04	181494.24	37613.05	101813.53	7624.8	179644.39	22662.88	67861.46	False	3	RI
None	None	None	None	OR	WI	83823.58	103194.19	7894.36	72031.05	2088.9	103194.19	72031.05	118	255	6915	579	877	137	0	0	0	37814.18	2721.13	94743.37	15086.72	41856.63	3336.62	59419.31	12896.58	11973.92	False	1	OR
P	H	H	E	ND	VA	118512.12	119935.74	9175.08	136474.99	3957.77	119935.74	136474.99	246	111	9260	542	919	144	1	1	0	55174.97	5562.82	117560.26	14596.81	58341.78	5071.63	151768.89	20837.96	34464.22	False	4	ND
E	None	None	E	WA	IN	161283.96	174501.44	13349.36	189929.42	5507.95	174501.44	189929.42	119	256	9206	100	218	138	0	0	1	78712.59	5552.84	137259.48	25480.27	73049.16	4955.05	117029.49	32000.75	17037.14	False	4	WA
P	E	None	None	SD	CO	154625.93	185568.94	14196.02	129759.82	3763.03	185568.94	129759.82	116	206	8123	313	566	164	0	0	0	71717.74	6699.76	161250.98	17922.48	81012.41	6756.42	193337.45	15780.99	42063.12	False	4	SD
None	P	P	None	DC	AK	237575.44	278526.87	21307.31	182944.39	5305.39	278526.87	182944.39	171	123	9488	329	322	812	0	0	0	110223.67	11688.57	262336.93	44190.0	113743.74	13074.2	216960.9	25811.99	85837.08	False	5	DC
H	D	P	G	DE	MA	187396.79	161245.84	12335.31	234678.57	6805.68	161245.84	234678.57	134	162	3986	629	438	248	1	1	1	85373.52	9835.92	160021.95	33970.22	85742.99	9627.45	214440.51	33368.99	52845.53	False	3	DE
None	P	E	P	NH	NC	228665.01	209135.18	15998.84	202672.8	5877.51	209135.18	202672.8	202	178	6973	835	910	407	0	1	0	116806.48	14030.33	214174.37	38157.39	122495.39	13181.83	187978.0	31400.75	24715.57	True	3	NH
G	E	None	D	IN	NC	81898.37	106308.82	8132.62	67579.33	1959.8	106308.82	67579.33	245	280	9468	191	172	806	0	0	0	40482.38	1537.7	58223.53	11501.08	37238.0	1527.89	91195.78	15582.97	23454.06	False	1	IN
H	P	None	D	NJ	ID	155717.11	156346.86	11960.53	171574.64	4975.66	156346.86	171574.64	295	279	3317	452	216	423	0	0	0	83951.7	7304.83	169793.81	30349.16	73721.78	5832.28	137323.2	21995.02	37486.69	False	4	NJ
E	None	G	None	ND	TN	230203.76	291176.33	22274.99	259916.37	7537.57	291176.33	259916.37	178	225	4743	402	712	577	0	0	0	106034.01	11110.57	279732.48	33981.29	115376.76	11401.29	231521.61	29577.79	73404.12	True	3	ND
E	None	None	None	VT	VT	218607.67	163363.23	12497.29	196459.56	5697.33	163363.23	196459.56	111	295	4118	693	462	745	0	1	0	103162.68	8137.58	256990.71	33272.43	109703.31	6107.18	215917.92	40918.48	62387.69	False	3	VT
None	P	E	P	UT	CT	144887.85	126055.63	9643.26	182077.2	5280.24	126055.63	182077.2	249	168	6386	950	426	759	0	1	1	69533.34	3811.59	147262.36	21046.95	68094.83	4663.1	186626.83	16555.38	38669.92	False	4	UT
E	H	H	None	DC	NY	236098.19	218679.95	16729.02	292159.19	8472.62	218679.95	292159.19	178	295	7978	909	505	708	0	0	1	108411.7	12864.64	194300.14	32147.69	119024.81	12442.17	198083.76	39241.97	24289.46	True	5	DC
P	None	E	G	IL	CA	109524.48	111585.66	8536.3	116899.57	3390.09	111585.66	116899.57	256	138	8432	127	694	805	0	0	1	53548.09	1931.11	90407.82	11753.28	51438.05	1978.04	138638.12	11761.35	14849.2	False	4	IL
E	None	G	None	VT	GA	78954.74	102101.77	7810.79	69351.35	2011.19	102101.77	69351.35	297	149	6796	900	992	803	1	0	1	41707.56	2037.69	96080.15	9837.21	36505.35	2245.51	93831.1	15058.55	27654.43	True	1	VT
H	P	None	D	AL	FL	58985.51	48428.92	3704.81	59825.99	1734.95	48428.92	59825.99	177	119	8104	237	156	133	1	1	0	31529.25	2593.2	67910.79	7501.65	28327.97	2757.72	48601.93	9015.42	11471.02	False	1	AL
P	None	None	H	WY	DC	121809.64	136505.33	10442.66	131013.62	3799.39	136505.33	131013.62	134	159	4127	320	201	120	1	1	1	62867.76	4982.79	131193.67	20298.24	55321.48	3192.84	138013.39	13047.48	30120.42	False	4	WY
H	D	P	G	TN	UT	138761.14	151888.9	11619.5	166703.8	4834.41	151888.9	166703.8	133	267	3845	530	297	732	0	0	0	65371.62	7504.03	143763.59	13890.22	69607.34	8217.31	132921.31	20560.05	19484.01	False	4	TN
None	D	None	P	MD	DE	113719.4	142970.4	10937.24	135607.22	3932.61	142970.4	135607.22	142	183	9141	890	206	717	1	0	0	61723.27	5207.0	121614.29	21860.97	56947.51	6816.64	109164.27	21593.61	13103.47	False	4	MD
D	None	None	E	NC	AZ	129652.59	158297.83	12109.78	121308.17	3517.94	158297.83	121308.17	298	217	5307	644	320	223	0	0	0	61611.26	4224.39	110802.32	21137.76	59122.46	4220.67	136018.94	24894.2	19293.28	False	4	NC
G	None	None	None	MN	NM	55819.23	49712.63	3803.02	51349.44	1489.13	49712.63	51349.44	298	151	1568	604	996	948	0	1	0	26181.75	2273.13	57447.64	10516.17	27042.33	2839.95	71953.28	6116.43	12532.81	False	2	MN
G	None	P	None	MI	MT	222689.21	161331.3	12341.84	156206.83	4530.0	161331.3	156206.83	104	245	8709	522	476	364	0	1	1	120533.12	7951.94	262159.42	24698.08	120921.62	8943.85	283682.14	24129.96	57526.88	False	0	MI
None	None	H	G	MT	NY	93231.93	70883.11	5422.56	110161.05	3194.67	70883.11	110161.05	237	244	3051	629	945	735	1	1	1	45328.7	3791.36	112396.13	12828.35	43368.76	3694.93	117777.92	11110.52	28392.87	False	1	MT
E	H	H	None	IN	DC	102951.22	77212.94	5906.79	93712.8	2717.67	77212.94	93712.8	134	166	1437	682	863	311	0	0	0	53950.39	5056.33	118346.25	10674.24	50361.38	6282.27	76203.96	11185.15	35476.05	False	1	IN
None	D	None	G	VA	MT	175630.21	192872.47	14754.74	167496.3	4857.39	192872.47	167496.3	172	272	9291	205	356	488	0	0	1	94019.62	3468.74	129301.04	34064.04	85647.22	3093.67	200745.23	29669.24	56107.4	False	0	VA
D	P	None	H	DE	MS	249373.47	260231.56	19907.71	309525.82	8976.25	260231.56	309525.82	188	242	2373	371	665	179	0	0	0	135645.7	11287.35	282396.38	32026.57	129348.7	7089.98	194919.46	32677.51	61042.77	False	3	DE
P	E	P	G	FL	OH	227371.73	177342.52	13566.7	247598.33	7180.35	177342.52	247598.33	184	224	4765	883	508	170	1	1	0	104027.41	7593.71	242563.58	26844.55	103407.1	8408.88	160232.14	31362.24	26731.17	False	3	FL
None	None	G	H	NM	FL	66812.28	58957.62	4510.26	76079.69	2206.31	58957.62	76079.69	151	123	6651	543	515	100	0	1	0	33205.04	2944.35	83945.42	12590.29	33159.24	3536.06	78680.01	8028.95	17249.8	False	1	NM
P	None	None	None	MA	IN	51746.99	52892.93	4046.31	43587.26	1264.03	52892.93	43587.26	158	102	5809	583	516	516	1	0	0	25337.58	1874.39	52671.44	10313.62	28297.04	2465.78	61813.32	10045.47	15966.83	False	1	MA
G	G	H	G	KY	MI	136233.45	150409.28	11506.31	170516.27	4944.97	150409.28	170516.27	273	230	6351	849	444	886	0	1	1	72080.33	6757.24	106175.55	25065.14	74194.98	6276.23	113725.9	16444.07	39348.68	False	4	KY
None	G	P	None	GA	OR	89369.6	86761.58	6637.26	62754.4	1819.88	86761.58	62754.4	159	237	9960	392	962	289	0	0	0	43457.42	4101.89	71524.94	13285.29	47209.49	4328.75	103126.55	10771.86	22828.31	False	1	GA
P	D	None	G	MO	ME	210481.68	152723.47	11683.35	258011.14	7482.32	152723.47	258011.14	124	119	3440	375	938	170	0	0	0	113505.39	9191.51	168638.32	34457.64	97913.03	9756.76	200378.04	27330.39	23997.98	False	5	MO
None	D	None	P	NJ	SC	43782.65	35586.97	2722.4	36071.38	1046.07	35586.97	36071.38	232	133	5446	329	879	198	1	0	1	20476.54	1419.71	42892.27	8646.14	22445.66	1503.83	55047.53	8060.31	12455.32	False	1	NJ
G	D	G	G	TX	IA	187155.96	198398.57	15177.49	156203.08	4529.89	198398.57	156203.08	135	198	4792	675	691	799	1	0	1	102558.62	7966.66	208174.1	37202.77	95839.52	6261.82	133964.06	30959.11	48638.69	True	3	TX
H	None	G	D	AR	OK	189484.26	180606.99	13816.43	166875.09	4839.38	180606.99	166875.09	145	244	5788	857	632	794	0	0	0	103522.49	3840.57	217731.49	19934.57	100545.09	4518.23	235387.41	25496.28	41106.0	False	4	AR
E	None	H	None	RI	WV	246724.74	179743.04	13750.34	194086.96	5628.52	179743.04	194086.96	239	149	5140	461	179	973	0	0	0	123046.26	5426.87	279725.07	32371.87	115591.61	5244.37	281863.34	42972.82	35967.43	False	5	RI
E	H	D	G	IL	NE	54285.04	45708.37	3496.69	66452.81	1927.13	45708.37	66452.81	281	298	8114	270	890	747	0	0	0	25495.01	3219.41	43842.74	5713.34	29851.88	2996.29	52535.38	10377.48	14343.33	False	1	IL
None	None	E	None	NY	WI	199941.96	249830.61	19112.04	170430.43	4942.48	249830.61	170430.43	175	213	1585	718	849	646	0	1	1	107717.69	5908.59	232897.15	20159.72	102690.19	7700.89	175640.61	35449.42	30889.94	False	5	NY
G	P	None	H	TX	RI	45878.81	46963.54	3592.71	53924.44	1563.81	46963.54	53924.44	149	119	8579	327	256	329	0	0	0	24928.03	1016.88	47174.46	5904.17	20652.5	912.94	46915.31	6433.79	9757.95	False	1	TX
P	D	None	D	VT	CO	132788.6	109480.37	8375.25	167422.15	4855.24	109480.37	167422.15	243	214	1607	728	960	527	0	0	0	66358.88	4063.76	107302.32	14121.69	61544.23	3735.12	152111.52	15327.01	19358.81	False	4	VT
None	E	None	H	OH	AK	131727.39	114440.58	8754.7	96940.64	2811.28	114440.58	96940.64	204	119	5102	440	367	348	0	1	1	63902.35	3175.53	158604.48	25541.57	66645.16	4212.77	93331.39	21210.11	42138.92	False	4	OH
D	None	G	None	MN	WI	91774.2	93574.82	7158.47	119195.16	3456.66	93574.82	119195.16	209	242	9193	212	553	570	0	0	1	44174.57	5292.05	71304.16	14850.24	42387.44	5498.59	83500.41	12126.43	13158.11	False	2	MN
P	H	None	D	NH	MA	54275.3	49761.95	3806.79	38853.1	1126.74	49761.95	38853.1	120	236	3325	720	840	166	0	0	1	25718.68	3324.17	43834.47	8092.86	28106.08	2887.43	68512.04	7950.62	19571.92	False	1	NH
None	D	P	D	OH	PA	235410.96	187438.24	14339.03	247133.53	7166.87	187438.24	247133.53	141	139	6040	640	602	132	1	1	0	117038.2	8167.77	216386.91	28370.82	115521.67	8942.21	172963.98	36240.7	44226.09	False	5	OH
D	E	None	H	IA	AL	41299.13	35708.91	2731.73	53502.88	1551.58	35708.91	53502.88	130	268	8253	631	655	884	0	0	1	19444.82	951.3	37092.72	7156.01	22654.12	814.69	46647.43	6233.11	8270.02	False	1	IA
None	None	P	None	NC	SD	106797.12	77540.81	5931.87	94463.8	2739.45	77540.81	94463.8	263	264	2082	672	684	790	0	1	0	57005.31	2476.39	129164.26	21255.22	52103.3	2586.18	123264.81	14260.15	28282.09	False	2	NC
G	None	P	E	MD	AL	218486.95	279458.11	21378.55	204619.66	5933.97	279458.11	204619.66	288	125	9173	818	368	918	0	1	0	103253.75	10348.5	177309.71	30313.69	119951.54	7940.64	153314.28	35309.73	71603.77	True	3	MD
H	None	H	None	AL	CT	126628.14	112227.01	8585.37	91432.98	2651.56	112227.01	91432.98	139	157	4549	673	106	538	1	1	0	58764.65	4199.22	135847.61	14467.86	63161.41	4369.28	89972.33	17192.53	42832.96	False	4	AL
D	None	G	E	PA	HI	147565.46	141174.57	10799.85	179907.5	5217.32	141174.57	179907.5	192	280	5790	393	108	163	0	1	1	73099.52	5707.28	177674.22	17673.87	75023.77	5140.63	114997.9	28105.02	36184.09	False	4	PA
D	E	G	G	ND	ID	176960.3	139746.61	10690.62	187976.98	5451.33	139746.61	187976.98	275	162	8044	123	125	383	1	0	0	82263.35	6744.45	148307.69	20885.46	93341.78	4730.19	166006.44	34173.26	51270.15	False	3	ND
H	None	D	E	NE	IA	105195.43	99492.8	7611.2	132494.01	3842.33	99492.8	132494.01	104	100	6325	564	391	325	1	0	0	57289.74	3823.98	113987.36	15045.92	48380.18	3086.67	123957.31	19880.78	27304.58	False	4	NE
None	D	None	None	AK	DC	102681.55	89266.14	6828.86	77569.36	2249.51	89266.14	77569.36	164	140	2970	646	905	129	0	0	0	56040.57	2203.71	83372.98	13917.13	53080.63	2398.97	117418.24	12061.62	13723.52	False	1	AK
D	E	None	E	IN	PA	225903.39	288526.53	22072.28	227005.31	6583.15	288526.53	227005.31	142	182	7346	972	881	836	1	0	1	124012.07	6267.13	235004.03	22619.5	105875.88	7735.67	226754.27	39411.46	33577.89	True	3	IN
None	G	E	None	AL	CO	157139.51	132881.25	10165.42	195431.73	5667.52	132881.25	195431.73	192	269	3465	450	965	211	1	0	0	85341.04	6159.45	186560.18	27312.98	80549.94	5636.02	119901.49	22038.65	54468.45	False	4	AL
P	None	H	G	GA	TN	103251.35	75074.56	5743.2	78815.75	2285.66	75074.56	78815.75	261	300	8542	571	716	308	0	1	0	51885.96	5898.64	77125.1	14239.35	51520.24	5524.73	123613.27	17760.46	33084.95	False	1	GA
D	G	G	P	AL	OR	83951.54	83332.48	6374.93	77873.61	2258.33	83332.48	77873.61	115	249	8133	365	571	379	0	0	0	45032.85	2005.14	83975.27	14105.8	39007.32	1922.25	91791.58	11537.06	18323.3	False	1	AL
H	None	D	None	VA	LA	140692.03	127044.92	9718.94	106045.38	3075.32	127044.92	106045.38	105	282	9915	959	378	145	0	1	0	66598.45	5707.96	167320.84	24754.37	74789.91	7796.21	115531.06	18142.51	26311.49	False	4	VA
H	G	G	H	WV	MO	108586.27	134074.41	10256.69	136032.99	3944.96	134074.41	136032.99	288	150	6489	261	195	102	1	0	1	54168.08	5719.34	133498.96	13566.58	51548.83	5977.18	80568.08	11094.17	30794.7	False	4	WV
None	None	D	E	WY	AL	188998.37	201100.24	15384.17	228474.62	6625.76	201100.24	228474.62	183	173	5625	402	627	974	1	0	1	87464.6	3682.1	150541.2	24493.22	87434.12	4094.73	148575.35	21726.19	50970.95	False	4	WY
P	G	H	D	RI	HI	69159.49	83736.53	6405.84	63655.67	1846.01	83736.53	63655.67	254	165	3845	498	122	820	0	0	0	34494.62	3132.14	73721.35	7185.96	34511.87	4533.15	72607.8	11569.48	10293.42	False	1	RI
P	H	None	H	IN	IN	217508.64	159729.41	12219.3	230271.76	6677.88	159729.41	230271.76	213	139	5087	465	393	372	0	0	0	100496.07	7116.27	203615.16	35759.48	98711.81	9052.07	258451.98	32559.4	50208.74	False	3	IN
H	None	E	None	ME	OK	171356.67	162143.84	12404.0	146906.51	4260.29	162143.84	146906.51	280	259	9206	807	870	607	0	0	0	87497.39	8657.37	217673.75	29309.67	77450.59	6532.04	172711.17	24765.43	56275.15	False	4	ME
None	H	None	None	AR	AL	220361.38	165873.87	12689.35	251581.54	7295.86	165873.87	251581.54	100	167	3611	329	673	938	0	0	0	102101.55	5944.23	190572.91	35192.49	103406.38	7628.83	203197.48	22612.54	47611.36	False	5	AR
None	P	E	E	PA	RI	211372.13	210065.41	16070.0	177795.36	5156.07	210065.41	177795.36	233	107	4871	762	930	325	0	0	1	98322.53	7631.62	168570.65	36285.23	108332.51	9423.16	201297.37	29639.86	34161.54	False	5	PA
None	D	H	G	HI	SD	240069.0	226557.02	17331.61	285726.52	8286.07	226557.02	285726.52	136	295	9086	781	165	108	0	0	1	113261.13	3891.85	294734.55	25403.59	110128.55	4859.89	289995.66	34252.66	88548.58	True	5	HI
None	P	E	H	NC	ID	133996.77	128394.03	9822.14	140772.86	4082.41	128394.03	140772.86	118	159	8464	949	259	390	0	0	1	66101.22	6771.96	136763.09	16034.42	62123.11	7165.92	156688.11	24460.81	49179.66	False	4	NC
E	None	G	None	SC	NC	55917.23	63953.42	4892.44	67867.84	1968.17	63953.42	67867.84	245	282	7307	954	573	182	1	0	0	25331.96	1930.99	62362.62	5920.23	29111.69	1611.29	58948.05	7477.11	8677.5	False	1	SC
D	None	G	P	OH	ID	75337.78	63290.24	4841.7	92504.9	2682.64	63290.24	92504.9	198	206	2231	860	811	311	0	0	0	34959.39	2625.06	72227.22	8927.03	39941.96	3583.7	64493.39	8914.84	13540.39	False	1	OH
None	P	None	None	NV	FL	133796.58	136193.28	10418.79	107824.45	3126.91	136193.28	107824.45	121	193	7102	463	313	261	1	1	1	69269.14	3437.37	146894.16	25349.98	67389.39	3771.76	130268.27	14989.87	32357.96	False	4	NV
None	G	None	E	IL	AL	132545.18	123290.03	9431.69	120845.02	3504.51	123290.03	120845.02	247	242	9676	423	409	566	0	0	0	70881.8	5843.09	152397.87	23112.97	68231.83	7050.66	154545.78	23251.98	26032.69	False	4	IL
G	E	E	G	ME	SD	51266.5	66063.57	5053.86	59058.02	1712.68	66063.57	59058.02	112	188	5590	273	866	523	0	1	0	23548.43	1560.88	65509.12	8229.73	23988.3	1543.73	53108.39	5159.93	13848.65	False	2	ME
None	None	None	E	NH	NV	212420.23	222884.83	17050.69	200737.01	5821.37	222884.83	200737.01	114	227	9358	498	874	847	0	0	0	116757.69	4707.12	152811.47	42312.51	103974.85	4657.01	275495.63	27929.95	60524.09	False	3	NH
None	G	None	D	OH	ME	112043.19	103113.87	7888.21	128188.85	3717.48	103113.87	128188.85	276	294	4757	943	837	299	1	1	0	61330.63	3837.2	80576.17	18017.86	52207.48	4116.58	109419.12	20504.05	25107.75	False	4	OH
P	G	None	None	AK	OK	89786.13	86567.77	6622.43	95193.53	2760.61	86567.77	95193.53	224	240	6655	529	592	984	1	0	1	45338.76	5294.1	103837.1	17025.4	45227.37	5660.67	63993.22	12450.23	20419.36	False	1	AK
E	None	None	D	NE	OR	210474.02	218531.45	16717.66	211595.86	6136.28	218531.45	211595.86	212	252	8572	496	686	335	1	0	0	113849.66	9905.35	196336.63	28726.38	97266.27	9010.49	225282.33	37778.63	70068.9	False	3	NE
E	None	E	None	WA	NC	221475.37	259532.78	19854.26	241353.93	6999.26	259532.78	241353.93	214	105	3573	922	221	930	0	0	0	102762.63	6095.61	181308.32	26334.73	108349.63	5750.11	187016.28	44169.1	31960.35	False	3	WA
